sample,SMILES_string,Number of molecules,# O atoms,# Cl atoms,# S atoms,# P atoms,# Br atoms,# I atoms,DK hit?,HG hit?,Use
1131,['CCOC(=O)c1sc2sc(C#N)c(C)c2c1C'],1,2,0,2,0,0,0,0,0,0
1132,['CC1=CC=CNC1=O'],1,1,0,0,0,0,0,0,0,0
1133,['C1CC2(CCN1)NCCc3c2[nH]c4ccccc34'],1,0,0,0,0,0,0,0,0,0
1134,['CC1(C)OC(=O)N[C@@H]1c2ccccc2'],1,2,0,0,0,0,0,0,0,0
1135,['CC1=C(O)C(=O)C=CO1'],1,3,0,0,0,0,0,0,0,0
1136,['CC(=O)Cc1ccc(Cl)c(Cl)c1'],1,1,2,0,0,0,0,1,0,1
1137,['Cc1onc(N)c1'],1,1,0,0,0,0,0,0,0,0
1138,['CCCc1ccc(NC(=S)OC)cc1'],1,1,0,1,0,0,0,0,0,0
1139,['O=S(=O)(c1ccccc1)c2ccccc2'],1,2,0,1,0,0,0,0,0,0
1140,['Cl.CC1CCN(CC1)C(=O)C2CCCNC2'],1,1,1,0,0,0,0,0,0,0
1141,['O=S1(=O)CC=CC1'],1,2,0,1,0,0,0,0,0,0
1142,['O=C1NC(=O)[C@@H]2C[C@H](CC[C@H]12)c3ccccc3'],1,2,0,0,0,0,0,0,0,0
1143,['CN1\\C(=N\\N)\\Sc2ccccc12'],1,0,0,1,0,0,0,0,0,0
1144,['OC(=O)c1cnn2CCCCc12'],1,2,0,0,0,0,0,0,0,0
1145,['N[C@@H]1CC[C@@H](O)CC1'],1,1,0,0,0,0,0,0,0,0
1146,['NC(=S)Nc1ccncc1'],1,0,0,1,0,0,0,0,0,0
1147,['N1c2ccccc2Oc3ccccc13'],1,1,0,0,0,0,0,0,0,0
1148,['CC1=CS(=O)(=O)c2ccc(Cl)cc12'],1,2,1,1,0,0,0,0,0,0
1149,['Cc1nc(SCC=C)nc(O)c1CC=C'],1,1,0,1,0,0,0,0,0,0
1150,['O=C1NN(Cc2ccccc2)c3ccccc13'],1,1,0,0,0,0,0,0,0,0
1151,['CCN(CC)S(=O)C12CC3CC(CC(C3)C1)C2'],1,1,0,1,0,0,0,0,0,0
1152,['NS(=O)(=O)c1ccccc1'],1,2,0,1,0,0,0,0,0,0
1153,['CC1(C)CC(=O)c2ccc(O)cc2O1'],1,3,0,0,0,0,0,1,0,0
1154,['O=C1CCCCC1CCC#N'],1,1,0,0,0,0,0,0,0,0
1155,['CC(NC(=O)c1ccccc1N)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1156,['Cc1nccc(O)c1OCc2ccccc2'],1,2,0,0,0,0,0,0,0,0
1157,['I.Clc1ccc(cc1)C(=C)NCc2cccnc2'],1,0,1,0,0,0,1,0,0,0
1158,['CCOC(=O)c1c(N)sc2CCCCc12'],1,2,0,1,0,0,0,0,0,0
1159,['OC1C(=O)Nc2ccc(F)cc12'],1,2,0,0,0,0,0,0,0,0
1160,['Cl.N=C1CCCCN1'],1,0,1,0,0,0,0,0,0,0
1161,['Fc1cccc(Cl)c1C2NC(=O)c3ccccc3N2'],1,1,1,0,0,0,0,0,0,0
1162,['CS(=O)c1sc(Cl)c2CC(C)(C)CC(=O)c12'],1,2,1,2,0,0,0,0,0,0
1163,['N#Cc1ccc(Oc2ccccn2)cc1'],1,1,0,0,0,0,0,0,0,0
1164,['Cl.Cl.CN1C2CCC1CC(N)C2'],1,0,2,0,0,0,0,0,0,0
1165,['COc1ccc(Cl)cc1NC(=S)N'],1,1,1,1,0,0,0,0,0,0
1166,['Br.CSC1=NCCN1'],1,0,0,1,0,0,0,0,0,0
1167,['I.CSC1=NCCN1Cc2ccccc2'],1,0,0,1,0,0,1,0,0,0
1168,['Cc1cc2cc(N)ccc2[nH]1'],1,0,0,0,0,0,0,0,0,0
1169,['FC(F)(F)c1ccc(OCC#N)nc1'],1,1,0,0,0,0,0,0,0,0
1170,['Cl.O\\N=C\\1/CN2CCC1CC2'],1,1,1,0,0,0,0,0,0,0
1171,['CC1(C)Oc2ccc(cc2C=C1)C#N'],1,1,0,0,0,0,0,0,0,0
1172,['Cc1ccc(NC(=S)NCCO)cc1C'],1,1,0,1,0,0,0,0,0,0
1173,['Cl.CCN1CNC(=NC1)SCc2ccc(Cl)cc2'],1,0,2,1,0,0,0,0,0,0
1174,['OC(=O)CSc1ccc(Cl)cc1'],1,2,1,1,0,0,0,0,0,0
1175,['COC(=O)c1c[nH]c2ccccc12'],1,2,0,0,0,0,0,0,0,0
1176,['OCC1CCSCC1'],1,1,0,1,0,0,0,0,0,0
1177,['Cn1nc(O)cc1C(F)(F)F'],1,1,0,0,0,0,0,0,0,0
1178,['Cl.COC(=O)C1NCCS1'],1,2,1,1,0,0,0,0,0,0
1179,['Cn1ccc(CO)n1'],1,1,0,0,0,0,0,0,0,0
1180,['OC(=O)c1nsc(Cl)c1Cl'],1,2,2,1,0,0,0,0,0,0
1181,['OCC(=O)c1ccccc1'],1,2,0,0,0,0,0,0,0,0
1182,['Cc1nc(sc1CN)c2ccncc2'],1,0,0,1,0,0,0,0,1,0
1183,['CC1(CC(=O)O)OCCc2sccc12'],1,3,0,1,0,0,0,0,0,0
1184,['Cc1nc(ncc1CO)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1185,['NCc1ccc(cc1)c2ncccn2'],1,0,0,0,0,0,0,0,0,0
1186,['OCCN1CCOCC1'],1,2,0,0,0,0,0,0,0,0
1187,['OC1CCOCC1'],1,2,0,0,0,0,0,0,0,0
1188,['NCc1ccc2occc2c1'],1,1,0,0,0,0,0,0,0,0
1189,['OCc1occc1'],1,2,0,0,0,0,0,0,0,0
1190,['OCc1ncoc1c2ccccc2'],1,2,0,0,0,0,0,0,0,0
1191,['FC(F)(F)c1cccnc1N2CCNC2=S'],1,0,0,1,0,0,0,0,0,0
1192,['NNC(=S)NCc1cccs1'],1,0,0,2,0,0,0,0,0,0
1193,['Br.Oc1cc2CCNCc2cc1O'],1,2,0,0,0,0,0,0,0,0
1194,['CN1N=C(CC1=O)C(C)(C)C'],1,1,0,0,0,0,0,0,0,0
1195,['O=C1c2ccccc2Oc3ncccc13'],1,2,0,0,0,0,0,0,0,0
1196,['NC(=O)C1(CCCCC1)NC2CCCCC2'],1,1,0,0,0,0,0,0,0,0
1197,['N#CCCNC1CCCCC1'],1,0,0,0,0,0,0,0,0,0
1198,['OC(=O)c1c(O)cccc1F'],1,3,0,0,0,0,0,0,0,0
1199,['FC(F)(F)c1cccc(c1)N2SC=CC2=O'],1,1,0,1,0,0,0,0,0,0
1200,['Cn1nccc1CO'],1,1,0,0,0,0,0,0,0,0
1201,['Cc1ccnc(c1)n2c(C)ccc2C'],1,0,0,0,0,0,0,0,0,0
1202,['Oc1ccc(Sc2ccc(O)cc2)cc1'],1,2,0,1,0,0,0,0,0,0
1203,['CN(C)c1ccncc1C(=O)C(F)(F)F'],1,1,0,0,0,0,0,0,0,0
1204,['Nc1ccccc1N2CCNCC2'],1,0,0,0,0,0,0,0,0,0
1205,['OC(=O)C1Cc2ccccc2C1'],1,2,0,0,0,0,0,0,0,0
1206,['O=C1OCc2ccccc12'],1,2,0,0,0,0,0,0,0,0
1207,['Nc1ccc(Cn2ccnc2)cc1'],1,0,0,0,0,0,0,0,1,0
1208,['Cc1ccc(Oc2ncccc2N)c3CCCc13'],1,1,0,0,0,0,0,0,0,0
1209,['COc1cccc(c1)C2CCCCN(C)C2=O'],1,2,0,0,0,0,0,0,0,0
1210,['CC1=NN(C(=O)CC1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1211,['CC1=CC(=O)N2C=CC=CC2=N1'],1,1,0,0,0,0,0,0,0,0
1212,['CC1(C)CC(=O)c2c(C1)c(C#N)sc2SCCO'],1,2,0,2,0,0,0,0,0,0
1213,['OC(=O)c1ccccc1CS(=O)c2ccccc2'],1,3,0,1,0,0,0,0,0,0
1214,['Cn1ccc2c(cccc12)C#N'],1,0,0,0,0,0,0,0,0,0
1215,['Nc1ccc2sccc2c1'],1,0,0,1,0,0,0,0,0,0
1216,['CC(C)(C)OC(=O)N1CCCCC1CO'],1,3,0,0,0,0,0,0,0,0
1217,['CC1(C)C2CCC(C2)C13COC(=O)N3'],1,2,0,0,0,0,0,0,0,0
1218,['Cc1ccc2[nH]c(C)cc2c1'],1,0,0,0,0,0,0,0,0,0
1219,['OCC1CCCCN1'],1,1,0,0,0,0,0,0,0,0
1220,['OC(Cc1ccccc1)C(=O)O'],1,3,0,0,0,0,0,0,0,0
1221,['CCCc1ccc(OC)cc1NC(=O)C'],1,2,0,0,0,0,0,0,0,0
1222,['OCCCc1ccc(Cl)cc1'],1,1,1,0,0,0,0,0,0,0
1223,['O=C1CC(=NO1)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
1224,['Cc1nc(ccc1N)C(F)(F)F'],1,0,0,0,0,0,0,0,0,0
1225,['CCOC(=O)Cc1ccncc1'],1,2,0,0,0,0,0,0,0,0
1226,['CCS(=O)(=O)c1ccccc1'],1,2,0,1,0,0,0,0,0,0
1227,['OC1CSc2nc3ccccc3n2C1'],1,1,0,1,0,0,0,0,0,0
1228,['Cc1nc(CCO)cs1'],1,1,0,1,0,0,0,0,0,0
1229,['COc1ccc(cc1CSC)C(=O)C'],1,2,0,1,0,0,0,0,0,0
1230,['CC1=NN(C(=O)C1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1231,['CCCCNC(=S)Nc1cccc(OC)c1'],1,1,0,1,0,0,0,0,0,0
1232,['OCc1cc2cccnc2s1'],1,1,0,1,0,0,0,0,0,0
1233,['Cl.CC(=O)c1ccn[nH]1'],1,1,1,0,0,0,0,0,0,0
1234,['CC(C)S(=O)(=O)c1cscc1Cl'],1,2,1,2,0,0,0,0,0,0
1235,['NC(=S)c1cccs1'],1,0,0,2,0,0,0,0,0,0
1236,['Cc1cccc(c1)N2CCN(CC#N)CC2'],1,0,0,0,0,0,0,0,0,0
1237,['Cl.NCc1cccc2OCCCOc12'],1,2,1,0,0,0,0,0,0,0
1238,['Oc1ccc(Oc2ccccc2)cc1'],1,2,0,0,0,0,0,0,0,0
1239,['CC(C)CCOc1cccc(O)c1C(=O)C'],1,3,0,0,0,0,0,0,0,0
1240,['CN1CCCN(CC1)c2ccccc2CN'],1,0,0,0,0,0,0,0,0,0
1241,['O=C1NN=Cc2ccccc12'],1,1,0,0,0,0,0,0,0,0
1242,['CNC(=S)N(Cc1ccccc1)Cc2cccnc2'],1,0,0,1,0,0,0,0,1,0
1243,['OC(=O)c1cc2ccccc2cn1'],1,2,0,0,0,0,0,0,0,0
1244,['CCOC(=O)c1sc(Cl)nc1C'],1,2,1,1,0,0,0,0,0,0
1245,['CCOC(=O)C1CCNCC1'],1,2,0,0,0,0,0,0,0,0
1246,['OC(=O)Cc1c[nH]c2ccccc12'],1,2,0,0,0,0,0,0,0,0
1247,['Nc1ccc2C(=O)CCCc2c1'],1,1,0,0,0,0,0,0,0,0
1248,['O=S(=O)(CCN1CCSCC1)c2ccccc2'],1,2,0,2,0,0,0,0,0,0
1249,['Cl.Cc1ccc(cc1)C(=O)C2CCNCC2'],1,1,1,0,0,0,0,0,0,0
1250,['OCc1ccc(Oc2ccccc2)nc1'],1,2,0,0,0,0,0,0,0,0
1251,['CC12NC(=O)CN1CCc3ccccc23'],1,1,0,0,0,0,0,0,0,0
1252,['OCc1ccc(Oc2ccccc2)nc1'],1,2,0,0,0,0,0,0,0,0
1253,['S=C(NCCc1ccccc1)N2CCOCC2'],1,1,0,1,0,0,0,0,0,0
1254,['OCCCC(=O)NC1Cc2ccccc2C1'],1,2,0,0,0,0,0,0,0,0
1255,['Cn1c(cc2sccc12)C(=O)O'],1,2,0,1,0,0,0,0,0,0
1256,['CCN(CC)S(=O)C12CC3CC(CC(C3)C1)C2'],1,1,0,1,0,0,0,0,0,0
1257,['CCCc1ccc(O)c(C(=O)C)c1O'],1,3,0,0,0,0,0,1,0,0
1258,['Cc1cc(N)n(n1)c2ccccc2'],1,0,0,0,0,0,0,0,0,0
1259,['Cl.NCc1ccc2ccccc2n1'],1,0,1,0,0,0,0,0,0,0
1260,['OCc1cccc(Cl)c1'],1,1,1,0,0,0,0,0,0,0
1261,['Fc1cccc(Cl)c1C2NC(=O)c3ccccc3N2'],1,1,1,0,0,0,0,0,1,0
1262,['Br.CSC1=NCCN1'],1,0,0,1,0,0,0,0,0,0
1263,['Cc1cc2cc(N)ccc2[nH]1'],1,0,0,0,0,0,0,0,0,0
1264,['Cl.CCN1CNC(=NC1)SCc2ccc(Cl)cc2'],1,0,2,1,0,0,0,1,0,0
1265,['OC(=O)CSc1ccc(Cl)cc1'],1,2,1,1,0,0,0,0,1,0
1266,['CC1(CC(=O)O)OCCc2sccc12'],1,3,0,1,0,0,0,0,0,0
1267,['OCc1occc1'],1,2,0,0,0,0,0,0,0,0
1268,['OC(=O)c1c(O)cccc1F'],1,3,0,0,0,0,0,0,0,0
1269,['FC(F)(F)c1cccc(c1)N2SC=CC2=O'],1,1,0,1,0,0,0,0,0,0
1270,['FC(F)(F)c1nc2ccccc2[nH]1'],1,0,0,0,0,0,0,0,0,0
1271,['CCc1cc2C(=O)NC=Nc2s1'],1,1,0,1,0,0,0,1,0,1
1272,['Nc1nnc(SCc2c(F)cccc2Cl)s1'],1,0,1,2,0,0,0,0,0,0
1273,['[K+].O=C1[N-]C(=O)c2ccccc12'],1,2,0,0,0,0,0,0,0,0
1274,['OC[C@@H]1CCCN2CCCC[C@H]12'],1,1,0,0,0,0,0,0,0,0
1275,['OCc1cccc2ccsc12'],1,1,0,1,0,0,0,0,0,0
1276,['CCC(N)(C(=O)O)c1ccccc1'],1,2,0,0,0,0,0,0,0,0
1277,['N[C@H](CO)COCc1ccccc1'],1,2,0,0,0,0,0,0,0,0
1278,['CC1=NNC(=O)C(=C1)Cc2ccc(C)cc2'],1,1,0,0,0,0,0,0,0,0
1279,['C1CCC(CC1)N2CCNCC2'],1,0,0,0,0,0,0,0,0,0
1280,['OC(=O)c1cccc2cc[nH]c12'],1,2,0,0,0,0,0,0,0,0
1281,['Cc1ccccc1NC(=S)NCCc2ccccn2'],1,0,0,1,0,0,0,0,0,0
1282,['CCOc1ccc(O)cc1'],1,2,0,0,0,0,0,0,0,0
1283,['Cc1cc(C(=O)O)c(C)n1C'],1,2,0,0,0,0,0,0,0,0
1284,['Clc1ccc(CSCCNC(=O)c2occc2)cc1'],1,2,1,1,0,0,0,0,0,0
1285,['Clc1ccc(Cn2ccnc2)cc1'],1,0,1,0,0,0,0,0,0,0
1286,['O=C1CC2(CCCC2)C(=O)N1CCc3cccs3'],1,2,0,1,0,0,0,0,0,0
1287,['NCc1cccc(COc2ccccc2)c1'],1,1,0,0,0,0,0,0,0,0
1288,['O=S(=O)(NCc1cccs1)c2ccccc2'],1,2,0,2,0,0,0,1,0,1
1289,['CN1N=C(C=CC1=O)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1290,['OCCCC(=O)NCc1ccc(F)cc1'],1,2,0,0,0,0,0,0,0,0
1291,['OCCCC(=O)CC(=O)c1ccc(F)cc1'],1,3,0,0,0,0,0,0,0,0
1292,['CC(C)C(=O)N[C@H]1[C@H](OC(=O)C)[C@@H]2O[C@H]1c3ccccc23'],1,4,0,0,0,0,0,0,0,0
1293,['CO[C@@H]1CCN(CC[C@@H]1C(=O)O)C(=O)OCC(C)C'],1,5,0,0,0,0,0,0,0,0
1294,['O=C1CN2CC(N1)c3ccccc3S2(=O)=O'],1,3,0,1,0,0,0,1,0,1
1295,['O[C@H]1CN(CC2CC2)[C@@H]3C[C@@H]1c4[nH]c5ccccc5c4C3'],1,1,0,0,0,0,0,0,0,0
1296,['O[C@H]1CC[C@H]2C[C@H]1[C@@H](O)CN2C(=O)COc3ccccc3'],1,4,0,0,0,0,0,0,0,0
1297,['O=C1NC[C@H]2CCN(CC[C@H]12)C3CCOCC3'],1,2,0,0,0,0,0,0,0,0
1298,['Cn1c2[C@H]3C[C@H](Cc2c4ccccc14)NC[C@H]3O'],1,1,0,0,0,0,0,1,0,0
1299,['O[C@@H]1CC[C@@H]2C[C@H]1[C@@H](O)CN2c3ccccn3'],1,2,0,0,0,0,0,0,0,0
1300,['CO[C@H]1CN([C@@H]2CC[C@@H](OC)[C@H]1C2)C(=O)c3ocnc3C'],1,4,0,0,0,0,0,0,0,0
1301,['CO[C@@H]1CC[C@H]2C[C@@H]1[C@H](CN2C)Oc3ccccn3'],1,2,0,0,0,0,0,0,0,0
1302,['OCC1N([C@@H]2CC[C@@]1(O)CC2)C(=O)Cc3cccs3'],1,3,0,1,0,0,0,0,1,0
1303,['COc1ccc(cc1)C(=O)N2CC(=O)NCC(C)(C)C2'],1,3,0,0,0,0,0,0,0,0
1304,['CC(=O)N1C[C@@H](CO)[C@@H]2Oc3c(F)cccc3[C@H]12'],1,3,0,0,0,0,0,1,0,0
1305,['CNC(=O)[C@H]1CCN(CC[C@H]1OC)C2CCN(C)CC2'],1,2,0,0,0,0,0,0,0,0
1306,['CN1C2CN(CC1=O)S(=O)(=O)c3ccccc23'],1,3,0,1,0,0,0,0,0,0
1307,['COC(=O)N1C[C@H](O)[C@H]2C[C@@H]1Cc3c2[nH]c4ccccc34'],1,3,0,0,0,0,0,0,0,0
1308,['COC(=O)N1C[C@H](O)[C@@H]2C[C@H]1CC[C@@H]2O'],1,4,0,0,0,0,0,0,0,0
1309,['COC1CN(C(C)C)S(=O)(=O)c2ccccc12'],1,3,0,1,0,0,0,0,0,0
1310,['CO[C@H]1CN(C)[C@H]2C[C@@H]1c3[nH]c4ccccc4c3C2'],1,1,0,0,0,0,0,0,0,0
1311,['CNC(=O)CN1C[C@H](O)[C@@H]2C[C@H]1CC[C@H]2O'],1,3,0,0,0,0,0,0,0,0
1312,['CO[C@@H]1CC[C@@H]2C[C@H]1[C@H](CN2S(=O)(=O)C)OC'],1,4,0,1,0,0,0,1,0,1
1313,['OCC1N(CC2CC2)[C@@H]3CC[C@@]1(O)CC3'],1,2,0,0,0,0,0,0,0,0
1314,['O[C@@]12CC[C@@H](CC1)N3C2COC3=O'],1,3,0,0,0,0,0,1,0,0
1315,['CN1Cc2ccccc2N(CC(C)(C)O)CCC1=O'],1,2,0,0,0,0,0,0,0,0
1316,['CCOC(=O)[C@@H]1CN([C@@H]2[C@H]1Oc3c(C)cccc23)C(=O)C'],1,4,0,0,0,0,0,0,1,0
1317,['OCCN1CC(O)c2ccccc2S1(=O)=O'],1,4,0,1,0,0,0,0,1,0
1318,['CC[C@@H]1[C@@H](O)c2ccccc2S(=O)(=O)N1CC(=O)OC'],1,5,0,1,0,0,0,0,1,0
1319,['O=C(N1CC[C@@H]2CNC(=O)[C@H]2CC1)c3ccccc3'],1,2,0,0,0,0,0,0,1,0
1320,['O[C@H]1CC[C@@H]2C[C@H]1[C@@H](O)CN2C(=O)Nc3ccccc3'],1,3,0,0,0,0,0,1,0,0
1321,['O[C@H]1CC[C@@H]2C[C@H]1[C@@H](O)CN2c3ccccn3'],1,2,0,0,0,0,0,0,0,0
1322,['CO[C@H]1CN[C@@H]2CC[C@@H](O)[C@H]1C2'],1,2,0,0,0,0,0,0,0,0
1323,['NC(=S)CSc1ccccc1'],1,0,0,2,0,0,0,0,0,0
1324,['Cn1nc(cc1CN)c2ccccc2'],1,0,0,0,0,0,0,0,0,0
1325,['O=C1CCC2CC1CCC2=O'],1,2,0,0,0,0,0,0,0,0
1326,['Cl.O=C(C1CCCCN1)N2CCCC2'],1,1,1,0,0,0,0,0,0,0
1327,['OCc1ccccc1OC2CCOCC2'],1,3,0,0,0,0,0,0,1,0
1328,['Cn1ccnc1SCc2ccccc2'],1,0,0,1,0,0,0,0,0,0
1329,['CN1C=CC(=O)C(=C1C)O'],1,2,0,0,0,0,0,0,0,0
1330,['Cl.NCc1cccc2nsnc12'],1,0,1,1,0,0,0,0,0,0
1331,['OCc1ccc(cc1)n2ccnc2'],1,1,0,0,0,0,0,0,0,0
1332,['OC(=O)CC1CSc2ccccc2NC1=O'],1,3,0,1,0,0,0,0,0,0
1333,['CN1CC(CO)Oc2ccccc12'],1,2,0,0,0,0,0,0,0,0
1334,['OC(=O)c1cc2sccc2s1'],1,2,0,2,0,0,0,0,0,0
1335,['NC(=S)Cn1cnc(Cl)c1Cl'],1,0,2,1,0,0,0,1,0,1
1336,['COc1ncccc1N'],1,1,0,0,0,0,0,0,0,0
1337,['NC(=O)Cc1ccc(O)cc1'],1,2,0,0,0,0,0,0,0,0
1338,['CCOC(=O)c1sc(SC)c(C(=O)C)c1C'],1,3,0,2,0,0,0,0,0,0
1339,['NS(=O)(=O)c1ccc(Cl)s1'],1,2,1,2,0,0,0,0,1,0
1340,['Nc1ccc(Oc2c(Cl)cccc2Cl)nc1'],1,1,2,0,0,0,0,0,0,0
1341,['Cc1cc2nn[nH]c2cc1Cl'],1,0,1,0,0,0,0,0,0,0
1342,['OC(=O)C1CCCCN1'],1,2,0,0,0,0,0,0,0,0
1343,['O=C1C(=COc2ccccc12)C#N'],1,2,0,0,0,0,0,0,1,0
1344,['CC1=Nc2ccccc2NC(C)(C)C1'],1,0,0,0,0,0,0,0,0,0
1345,['Clc1ccc2N(C3CCNCC3)C(=O)Nc2c1'],1,1,1,0,0,0,0,0,0,0
1346,['Cl.NC1=NC(=O)CS1'],1,1,1,1,0,0,0,0,0,0
1347,['CC1CC(=O)N(C(=O)C1)c2ccc(F)cc2F'],1,2,0,0,0,0,0,0,0,0
1348,['Oc1ccc2cccnc2c1'],1,1,0,0,0,0,0,0,0,0
1349,['Cc1csc2C(=O)NC=Nc12'],1,1,0,1,0,0,0,0,0,0
1350,['CN(C)NC(=S)NCc1ccc(F)cc1'],1,0,0,1,0,0,0,0,0,0
1351,['c1ccc2[nH]nnc2c1'],1,0,0,0,0,0,0,0,0,0
1352,['NCc1ccc(cc1)n2cccn2'],1,0,0,0,0,0,0,0,0,0
1353,['COC(=O)c1ccoc1C'],1,3,0,0,0,0,0,0,0,0
1354,['OC(=O)c1ccc(s1)c2cccnc2'],1,2,0,1,0,0,0,0,0,0
1355,['CCOC(=O)C1CCN(Cc2ccccc2)CC1'],1,2,0,0,0,0,0,0,0,0
1356,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1357,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1358,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1359,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1360,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1361,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1362,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1363,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1364,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
