sample,SMILES_string,Number of molecules,# O atoms,# Cl atoms,# S atoms,# P atoms,# Br atoms,# I atoms,DK hit?,HG hit?,Use
557,['c1cc(ccc1C(=O)[O-])Nc2cn[nH]c(=O)n2'],1,3,0,0,0,0,0,0,0,0
558,['c1ccc(cc1)Nc2ccc(cc2N)C#N'],1,0,0,0,0,0,0,0,0,0
559,['CC1CCN(CC1)c2ccc(cc2Cl)N'],1,0,1,0,0,0,0,0,0,0
560,['CC(=O)Oc1ccc2c(c1)nsn2'],1,2,0,1,0,0,0,0,0,0
561,['CNc1ccc(cc1)O'],1,1,0,0,0,0,0,0,0,0
562,['C1COCC[NH+]1CCO'],1,2,0,0,0,0,0,0,0,0
563,['CC[C@H](C)NC(=O)c1ccc(cc1)NC(=O)C'],1,2,0,0,0,0,0,0,0,0
564,['CS(=O)(=O)NCCc1ccc(cc1)F'],1,2,0,1,0,0,0,0,0,0
565,['c1ccc(cc1)CONC(=O)Nc2ccccc2'],1,2,0,0,0,0,0,0,0,0
566,['COc1cc(nc(n1)N)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
567,['C[NH+]1CCN(CC1)c2ccc(cc2)C#N'],1,0,0,0,0,0,0,0,0,0
568,['COc1ccc2c(c1)nc(s2)N'],1,1,0,1,0,0,0,0,0,0
569,['Cc1c(nc(=O)[nH]n1)Nc2ccc(cc2)C(C)C'],1,1,0,0,0,0,0,0,0,0
570,['CCc1ccc(cc1)c2c(sc(n2)N)C'],1,0,0,1,0,0,0,0,0,0
571,['COc1ccc(cc1OC)C[NH3+]'],1,2,0,0,0,0,0,1,0,0
572,['COc1ccc(cc1)NC(=O)Nc2ccncc2'],1,2,0,0,0,0,0,1,0,0
573,['Cn1cc(c(n1)C(=O)NC2CCCC2)Cl'],1,1,1,0,0,0,0,1,0,1
574,['CCOc1ccc(cc1)CC(=O)[O-]'],1,3,0,0,0,0,0,0,0,0
575,['c1cc(oc1)C(=O)N2CCN(CC2)C(=O)C3CC3'],1,3,0,0,0,0,0,0,0,0
576,['COc1cc(ccc1O)C[NH2+]C2CCCCC2'],1,2,0,0,0,0,0,0,0,0
577,['Cc1ccc(cc1)C[NH+]2CCS(=O)(=O)CC2'],1,2,0,1,0,0,0,0,0,0
578,['CCCC(=O)NCc1[nH]c2ccccc2n1'],1,1,0,0,0,0,0,0,0,0
579,['CC(=O)NCC1(CCOCC1)c2ccccc2'],1,2,0,0,0,0,0,1,0,0
580,['c1cc(c(cc1Cl)N)Nc2cc[nH+]cc2'],1,0,1,0,0,0,0,1,0,1
581,['Cc1ccc(c(c1)NC(=O)Nn2cnnc2)OC'],1,2,0,0,0,0,0,0,0,0
582,['c1cc2c(ccc(c2nc1)O)C[NH+]3CCCC3'],1,1,0,0,0,0,0,0,0,0
583,['c1cc(cnc1)NC(=O)CC2CCCCC2'],1,1,0,0,0,0,0,0,0,0
584,['c1nncn1NC(=O)CC2CCCCC2'],1,1,0,0,0,0,0,0,0,0
585,['c1ccnc(c1)C(=O)NCCc2ccc(cc2)O'],1,2,0,0,0,0,0,0,0,0
586,['CC[C@H](C)NC(=O)Nc1cccc(c1)Cl'],1,1,1,0,0,0,0,0,0,0
587,['c1ccc(c(c1)c2ccc(cc2)N)C(=O)[O-]'],1,2,0,0,0,0,0,0,0,0
588,['c1ccc(c(c1)C[NH+]2CCOCC2)O'],1,2,0,0,0,0,0,0,0,0
589,['c1ccc(c(c1)CNc2[nH]c3ccccc3n2)O'],1,1,0,0,0,0,0,0,1,0
590,['C[NH+]1CCS(=O)(=O)CC1'],1,2,0,1,0,0,0,0,0,0
591,['c1ccc(cc1)COc2ccc(cc2)C(=O)[O-]'],1,3,0,0,0,0,0,1,0,0
592,['CCCC(=O)Nc1nnc(s1)SC'],1,1,0,2,0,0,0,0,0,0
593,['C[NH+]1CCC[C@H](C1)OC(=O)c2cccc(c2)F'],1,2,0,0,0,0,0,0,0,0
594,['c1cc2c(cc1CNC(=O)[C@@H]3CCCO3)OCO2'],1,4,0,0,0,0,0,0,0,0
595,['CCOC(=O)Nc1ccc2c(c1)c(=O)n(cn2)C'],1,3,0,0,0,0,0,0,0,0
596,['Cc1ccc(cc1O)NC(=O)c2ccco2'],1,3,0,0,0,0,0,0,0,0
597,['CN(C)c1ccc(cc1)CNn2cnnc2'],1,0,0,0,0,0,0,0,0,0
598,['C1CCC(CC1)CCC(=O)NN2CCOCC2'],1,2,0,0,0,0,0,0,0,0
599,['Cc1c(nc(=O)[nH]n1)Nc2ccc(cc2)N(C)C'],1,1,0,0,0,0,0,0,0,0
600,['CN(c1ccc(cc1)C(=O)N)S(=O)(=O)C'],1,3,0,1,0,0,0,0,0,0
601,['CC(C)Sc1nnc(s1)NC(=O)C'],1,1,0,2,0,0,0,0,0,0
602,['CC(C)c1ccc(cc1)C(=O)Nc2ccccn2'],1,1,0,0,0,0,0,0,0,0
603,['C[NH+](C)Cc1ccc(cc1)C#N'],1,0,0,0,0,0,0,0,0,0
604,['CC(C)[NH+]1CCN(CC1)c2ccc(cc2)O'],1,1,0,0,0,0,0,0,0,0
605,['c1cc(cc(c1)F)C[NH+]2CCOCC2'],1,1,0,0,0,0,0,0,0,0
606,['COC(=O)c1ccccc1NC(=O)N2CCCC2'],1,3,0,0,0,0,0,0,0,0
607,['CC(C)C(=O)Nc1nnc(s1)[C@@H]2CCCO2'],1,2,0,1,0,0,0,0,0,0
608,['CCc1ccc(s1)C(=O)NCc2cnn(c2)C'],1,1,0,1,0,0,0,0,1,0
609,['CC(C)NC(=O)c1ccc(cc1)NC(=O)NC'],1,2,0,0,0,0,0,0,0,0
610,['CCCC(=O)Nc1cccnc1Cl'],1,1,1,0,0,0,0,0,0,0
611,['C1CCC2(CC1)OC[C@@H](O2)C[NH+]3CCCCC3'],1,2,0,0,0,0,0,0,0,0
612,['CCC(=O)Nc1nnc(s1)c2ccncc2'],1,1,0,1,0,0,0,0,0,0
613,['C1C[C@H](CC=C1)C[NH+]2CCC(CC2)C(=O)N'],1,1,0,0,0,0,0,0,0,0
614,['CCC(CC)C(=O)Nc1ccccc1O'],1,2,0,0,0,0,0,0,0,0
615,['CC(=O)Nc1ccc2c(c1)nsn2'],1,1,0,1,0,0,0,0,0,0
616,['c1cc(cc(c1)Cl)C(=O)Nc2ccon2'],1,2,1,0,0,0,0,0,0,0
617,['CCOc1ccc(cc1)C[NH+]2CCC(CC2)O'],1,2,0,0,0,0,0,0,0,0
618,['CSc1nnc(s1)NC(=O)c2ccco2'],1,2,0,2,0,0,0,0,0,0
619,['COc1ccccc1OC(=O)C2CCCC2'],1,3,0,0,0,0,0,0,0,0
620,['Cc1cc(nc(n1)Nc2cccc(c2)O)C'],1,1,0,0,0,0,0,0,0,0
621,['CN(C)c1nc(nc(n1)SC)N(C)C#N'],1,0,0,1,0,0,0,0,0,0
622,['C[C@@H](c1ccc(cc1)N2CCOCC2)[NH3+]'],1,1,0,0,0,0,0,0,0,0
623,['COC(=O)c1ccc(cc1)S(=O)(=O)N'],1,4,0,1,0,0,0,0,1,0
624,['CCC(CC)C(=O)Nc1nccs1'],1,1,0,1,0,0,0,0,0,0
625,['CC1(C[C@H](CCO1)[NH2+]Cc2ccc(cc2)O)C'],1,2,0,0,0,0,0,0,0,0
626,['C[NH+]1CCN(CC1)C(=O)c2ccc3cc[nH]c3c2'],1,1,0,0,0,0,0,0,0,0
627,['Cc1cc(c(c(c1)C)NC(=O)COC)C'],1,2,0,0,0,0,0,0,0,0
628,['c1cc(oc1)C(=O)N2CCN(CC2)C(=O)N'],1,3,0,0,0,0,0,0,0,0
629,['CCC(=O)Nc1ccc(cc1)S(=O)(=O)N'],1,3,0,1,0,0,0,0,0,0
630,['c1ccc2c(c1)[nH]c(n2)NC(=O)C3CCCCC3'],1,1,0,0,0,0,0,0,0,0
631,['c1ccc(cc1)OCC(=O)N2CCNC(=O)C2'],1,3,0,0,0,0,0,0,0,0
632,['c1c(c(=O)[nH]c(=O)[nH]1)N2CCCCC2'],1,2,0,0,0,0,0,0,0,0
633,['Cc1cc(no1)C(=O)NCc2cccs2'],1,2,0,1,0,0,0,0,0,0
634,['Cc1ccc(cc1)CC(=O)NC[C@@H]2CCCO2'],1,2,0,0,0,0,0,0,1,0
635,['C1CCC(C1)C(=O)N2CCNC(=O)C2'],1,2,0,0,0,0,0,0,0,0
636,['C[NH+]1CCC[C@H](C1)OC(=O)c2ccco2'],1,3,0,0,0,0,0,0,0,0
637,['COC(=O)NCc1cc2cc(ccc2[nH]1)Cl'],1,2,1,0,0,0,0,0,0,0
638,['CCn1c2ccccc2nc1NC(=O)C'],1,1,0,0,0,0,0,0,0,0
639,['Cc1ccc(s1)C[NH2+]C[C@@H](C)O'],1,1,0,1,0,0,0,0,1,0
640,['COCC(=O)NCc1[nH]c2ccccc2n1'],1,2,0,0,0,0,0,0,0,0
641,['CCOC(=O)Nc1c(ccs1)C(=O)N'],1,3,0,1,0,0,0,0,0,0
642,['COc1ccc(cc1)CNC(=O)c2csnn2'],1,2,0,1,0,0,0,0,0,0
643,['Cc1cccc2c1nc(s2)NC(=O)OC'],1,2,0,1,0,0,0,0,0,0
644,['c1cc(sc1)CCNC(=O)C2CCCCC2'],1,1,0,1,0,0,0,0,0,0
645,['c1ccc(c(c1)N)N2CCOCC2'],1,1,0,0,0,0,0,0,1,0
646,['c1ccc(cc1)COC(=O)N2CCC(CC2)O'],1,3,0,0,0,0,0,0,1,0
647,['COC(=O)C1CC1'],1,2,0,0,0,0,0,0,0,0
648,['CCOC(=O)c1ccoc1'],1,3,0,0,0,0,0,0,0,0
649,['C[NH+]1CCC[C@@H]1CO'],1,1,0,0,0,0,0,0,0,0
650,['c1ccc(cc1)COCC(=O)[O-]'],1,3,0,0,0,0,0,0,0,0
651,['Cc1cc(nc(n1)Nc2ccccc2)C'],1,0,0,0,0,0,0,0,0,0
652,['CNC(=O)c1cc(ccn1)Cl'],1,1,1,0,0,0,0,1,0,1
653,['c1ccnc(c1)c2c[nH]nc2'],1,0,0,0,0,0,0,0,0,0
654,['Cc1cnc(s1)NC(=O)CCC2CCCC2'],1,1,0,1,0,0,0,0,0,0
655,['CC(C)C(=O)N1CCN(CC1)c2ccccc2N'],1,1,0,0,0,0,0,0,0,0
656,['CC(=O)N1CCC(CC1)[NH2+]CCOC'],1,2,0,0,0,0,0,1,0,0
657,['CS(=O)(=O)N1CCC(CC1)C(=O)NC2CC2'],1,3,0,1,0,0,0,0,0,0
658,['Cc1ccc(c(c1)O)NC(=O)c2ccccc2C'],1,2,0,0,0,0,0,0,0,0
659,['c1ccc(cc1)C(=O)N[C@H]2CS(=O)(=O)C=C2'],1,3,0,1,0,0,0,0,0,0
660,['Cc1cc(nc(n1)Nc2ccc(cc2)N)C'],1,0,0,0,0,0,0,1,0,0
661,['c1cc(ccc1C[NH+]2CCOCC2)C(F)(F)F'],1,1,0,0,0,0,0,0,0,0
662,['c1ccc(cc1)N2[C@H]3CC[C@@H](O2)C=C3'],1,1,0,0,0,0,0,0,0,0
663,['CCOC(=O)C[NH+]1CCS(=O)(=O)CC1'],1,4,0,1,0,0,0,0,0,0
664,['c1cnc(nc1)N2CCC(CC2)CO'],1,1,0,0,0,0,0,0,0,0
665,['Cc1ccccc1OCC(=O)Nc2ccccc2'],1,2,0,0,0,0,0,0,0,0
666,['c1cnccc1CNC(=O)CC#N'],1,1,0,0,0,0,0,0,0,0
667,['Cc1ccc(cc1)Nc2c3cn[nH]c3ncn2'],1,0,0,0,0,0,0,0,0,0
668,['Cc1c(cco1)C(=O)Nc2ccncc2'],1,2,0,0,0,0,0,0,0,0
669,['c1ccc(cc1)C(=O)Nc2ccc(cc2)C(=O)N'],1,2,0,0,0,0,0,0,0,0
670,['c1cc(cnc1)C(=O)OCc2ccc(cc2)Cl'],1,2,1,0,0,0,0,0,0,0
671,['CCC(=O)OCc1cc2cc(ccc2[nH]c1=O)C'],1,3,0,0,0,0,0,0,0,0
672,['c1cc(ccc1NC(=S)N)OC(F)(F)F'],1,1,0,1,0,0,0,0,0,0
673,['CC1(CC(CC(N1O)(C)C)NC(=O)N(C)C)C'],1,2,0,0,0,0,0,0,0,0
674,['CC(C)(C)CC(=O)Nc1ccc(cc1F)F'],1,1,0,0,0,0,0,0,0,0
675,['COc1ccc(cc1)C(=O)C2CC[NH2+]CC2'],1,2,0,0,0,0,0,0,0,0
676,['c1ccc(cc1)SCC[NH+]2CCOCC2'],1,1,0,1,0,0,0,1,0,1
677,['Cc1ccccc1OCC(=O)Nc2ncccn2'],1,2,0,0,0,0,0,0,0,0
678,['Cc1cccc(c1)Nc2c3cnn(c3ncn2)C'],1,0,0,0,0,0,0,1,0,0
679,['c1ccc(cc1)C(c2ccccc2)[NH+]3CC(C3)O'],1,1,0,0,0,0,0,0,1,0
680,['Cc1ccc(c([nH+]1)CCc2ccc(cc2)OC)[O-]'],1,2,0,0,0,0,0,0,0,0
681,['c1ccc(cc1)N(CCC#N)CC'],1,0,0,0,0,0,0,0,0,0
682,['c1ccc(c(c1)C(=O)N)Nc2ccc(cc2)Cl'],1,1,1,0,0,0,0,0,0,0
683,['CC(C)(CO)NC(=O)Nc1ccc(cc1)Cl'],1,2,1,0,0,0,0,0,0,0
684,['c1cc(ccc1CCC(=O)[O-])c2ccc(cc2)O'],1,3,0,0,0,0,0,0,0,0
685,['Cc1ccc(cc1)CC(=O)Nc2nccs2'],1,1,0,1,0,0,0,0,0,0
686,['CC1([C@@H](SC(=S)N1C)NO)C'],1,1,0,2,0,0,0,0,0,0
687,['c1ccc(cc1)c2ccsc2'],1,0,0,1,0,0,0,0,0,0
688,['Cc1ccc(cc1O)NC(=O)c2cccc(c2)F'],1,2,0,0,0,0,0,0,0,0
689,['CC1([C@H]2CC[C@@]1([C@@H](C2)OC(=O)C[NH+](C)C)C)C'],1,2,0,0,0,0,0,0,0,0
690,['CS(=O)(=O)N1CC[NH+](CC1)Cc2ccco2'],1,3,0,1,0,0,0,0,0,0
691,['c1cc(cc(c1)Cl)NC(=O)C(F)(F)F'],1,1,1,0,0,0,0,0,0,0
692,['CN(C)c1ccc(cc1)NCc2ccccc2O'],1,1,0,0,0,0,0,0,0,0
693,['c1ccc(c(c1)C(=O)N)NC(=O)C[NH+]2CCCC2'],1,2,0,0,0,0,0,0,0,0
694,['c1cc(c(nc1)Cl)C(=O)Nc2nc[nH]n2'],1,1,1,0,0,0,0,0,0,0
695,['Cn1nc(nn1)NC(=O)c2ccc(cc2)F'],1,1,0,0,0,0,0,0,0,0
696,['CC(C)COc1ccc(cc1)C(=O)N2CCCC2'],1,2,0,0,0,0,0,0,0,0
697,['c1cc2c(cc1c3cc[nH]n3)OCO2'],1,2,0,0,0,0,0,0,0,0
698,['CN(CCc1ccccn1)C(=O)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
699,['CCOc1ccccc1C[NH+]2CCC(CC2)O'],1,2,0,0,0,0,0,0,0,0
700,['CCN(CC)S(=O)(=O)c1ccc(cc1)C'],1,2,0,1,0,0,0,0,0,0
701,['Cc1c(cco1)C(=O)Nc2cc(on2)C(C)(C)C'],1,3,0,0,0,0,0,0,0,0
702,['COc1ccc(cc1)[C@@H](C(=O)[O-])[NH3+]'],1,3,0,0,0,0,0,0,0,0
703,['CNC(=O)Nc1nc2ccc(cc2s1)OC'],1,2,0,1,0,0,0,0,0,0
704,['c1ccc(cc1)CC2CCN(CC2)C(=O)CC#N'],1,1,0,0,0,0,0,0,0,0
705,['c1ccc(cc1)c2nc(on2)c3ccccc3O'],1,2,0,0,0,0,0,0,0,0
706,['c1ccc(cc1)CC[NH+]2CCC(CC2)O'],1,1,0,0,0,0,0,0,0,0
707,['c1ccc(cc1)c2ccc(cc2)NC(=O)N'],1,1,0,0,0,0,0,0,0,0
708,['Cc1c(=O)n(c(nn1)Nc2ccccc2OC)N'],1,2,0,0,0,0,0,0,0,0
709,['Cc1c(nc2c(n1)c(nc(n2)N)OC(C)C)C'],1,1,0,0,0,0,0,0,0,0
710,['CS(=O)(=O)N(CC(=O)N)C1CCCCC1'],1,3,0,1,0,0,0,0,0,0
711,['CCC(=O)NC(=S)N1CCCc2c1cccc2'],1,1,0,1,0,0,0,0,1,0
712,['CC(=O)Nc1cc(cc(c1)C(=O)N)C(=O)N'],1,3,0,0,0,0,0,0,0,0
713,['OC(=O)c1csc2ccccc12'],1,2,0,1,0,0,0,0,0,0
714,['N#Cc1ccc(nc1)c2ccccc2'],1,0,0,0,0,0,0,0,0,0
715,['Cc1nnc(N)s1'],1,0,0,1,0,0,0,0,0,0
716,['NC(=O)c1ccc2OCCCc2c1'],1,2,0,0,0,0,0,0,0,0
717,['CNCc1cccc(c1)c2nccs2'],1,0,0,1,0,0,0,0,0,0
718,['OC(=O)c1cc(Cl)nc(Cl)c1'],1,2,2,0,0,0,0,1,0,1
719,['NC(=O)C1CCOC1'],1,2,0,0,0,0,0,0,0,0
720,['CSc1ncccc1C(=O)N'],1,1,0,1,0,0,0,0,1,0
721,['OC(=O)c1ccc(s1)c2occc2'],1,3,0,1,0,0,0,0,1,0
722,['CC(=O)Nc1ccc(N)cc1'],1,1,0,0,0,0,0,0,0,0
723,['OC(=O)c1ccc(Cc2cccs2)cc1'],1,2,0,1,0,0,0,0,1,0
724,['OC(=O)c1ccsc1'],1,2,0,1,0,0,0,0,0,0
725,['Cn1c(N)nc2ccccc12'],1,0,0,0,0,0,0,1,0,0
726,['Nc1ccc(cc1)n2cccn2'],1,0,0,0,0,0,0,0,0,0
727,['CNCc1ccc2OCOc2c1'],1,2,0,0,0,0,0,0,0,0
728,['Nc1ccc(CN2CCOCC2)cc1'],1,1,0,0,0,0,0,0,0,0
729,['Cc1cccc(N)c1N'],1,0,0,0,0,0,0,0,0,0
730,['CNCc1ccc(cc1)c2nccs2'],1,0,0,1,0,0,0,0,0,0
731,['CN(C)CCOc1ccc(CN)cc1'],1,1,0,0,0,0,0,0,0,0
732,['Cn1ccc(n1)c2ccc(N)cc2'],1,0,0,0,0,0,0,0,0,0
733,['C[C@@H](NC(=O)C)c1ccccc1'],1,1,0,0,0,0,0,0,0,0
734,['CC(=O)CNC(=O)Cc1ccccc1'],1,2,0,0,0,0,0,0,0,0
735,['Cc1ccc(cc1)C(=O)N'],1,1,0,0,0,0,0,0,0,0
736,['COc1ccccc1C2CCN(CC2)C(=O)C3CCC3'],1,2,0,0,0,0,0,0,0,0
737,['O=C(N1CCOCC1)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
738,['CC(=O)Nc1ccc(Cl)c(Cl)c1'],1,1,2,0,0,0,0,0,0,0
739,['Cl.Cc1ccc(NN)cc1Cl'],1,0,2,0,0,0,0,0,0,0
740,['OCc1cccc(n1)N2CCCC2'],1,1,0,0,0,0,0,0,0,0
741,['NCc1ccccc1CN2CCOCC2'],1,1,0,0,0,0,0,0,0,0
742,['CNCc1ccc(s1)N2CCOCC2'],1,1,0,1,0,0,0,0,0,0
743,['Clc1cc(C(=O)Nc2cccnc2)c(Cl)s1'],1,1,2,1,0,0,0,0,0,0
744,['OCC1CCN(CC1)C(=O)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
745,['CC(=O)Nc1ccc(cc1N)C(F)(F)F'],1,1,0,0,0,0,0,0,0,0
746,['CNCc1ccc(cc1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
747,['OC(=O)c1c[nH]cn1'],1,2,0,0,0,0,0,0,0,0
748,['Nc1cccc(c1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
749,['CC(=O)N1CCNCC1'],1,1,0,0,0,0,0,0,0,0
750,['COC(=O)c1cccc(N)c1'],1,2,0,0,0,0,0,0,0,0
751,['Cl.OC(=O)CCCN1CCC(=CC1)c2ccccc2'],1,2,1,0,0,0,0,0,0,0
752,['NC(=O)Oc1ccccc1'],1,2,0,0,0,0,0,0,0,0
753,['COc1cccc2cc(oc12)C(=O)C'],1,3,0,0,0,0,0,0,0,0
754,['CN(CCO)c1ccccn1'],1,1,0,0,0,0,0,0,0,0
755,['Nc1nc2ccccc2s1'],1,0,0,1,0,0,0,0,0,0
756,['Cc1onc(C)c1N'],1,1,0,0,0,0,0,0,0,0
757,['C(N1CCC(CC1)n2cccc2)c3ccccc3'],1,0,0,0,0,0,0,0,0,0
758,['O=C(NCCc1ccncc1)c2cccs2'],1,1,0,1,0,0,0,0,0,0
759,['OCCNc1ccccc1'],1,1,0,0,0,0,0,0,0,0
760,['C=CCOC(=O)COc1ccccc1'],1,3,0,0,0,0,0,0,0,0
761,['OC(=O)c1cccc(c1)c2nccs2'],1,2,0,1,0,0,0,0,0,0
762,['OC(=O)CC1CCOCC1'],1,3,0,0,0,0,0,0,0,0
763,['OCc1cccc(c1)c2ccsc2'],1,1,0,1,0,0,0,0,0,0
764,['Cc1nc(sc1CO)c2cccnc2'],1,1,0,1,0,0,0,0,0,0
765,['Nc1ccc2OCCCOc2c1'],1,2,0,0,0,0,0,0,0,0
766,['N#Cc1ccc(cn1)N2CCCC2'],1,0,0,0,0,0,0,1,0,0
767,['C1CC(CCO1)NC2CCOCC2'],1,2,0,0,0,0,0,0,0,0
768,['OC(=O)c1ccncc1'],1,2,0,0,0,0,0,0,0,0
769,['O=C(C1CCC1)N2CCOCC2'],1,2,0,0,0,0,0,0,0,0
770,['CNCc1ccc(OCCCN(C)C)cc1'],1,1,0,0,0,0,0,0,0,0
771,['CC(C)(C)SCCNC(=O)c1cccs1'],1,1,0,2,0,0,0,0,0,0
772,['OC(=O)c1csc(n1)c2cccs2'],1,2,0,2,0,0,0,1,0,1
773,['Cc1nccc(n1)c2cccc(N)c2'],1,0,0,0,0,0,0,0,0,0
774,['CNCc1cccnc1'],1,0,0,0,0,0,0,0,0,0
775,['CCNc1ccc(cc1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
776,['Cc1c(oc2ccccc12)C(=O)O'],1,3,0,0,0,0,0,0,0,0
777,['Cc1ccc(cc1N)C(=O)N'],1,1,0,0,0,0,0,0,0,0
778,['Cc1nc(cs1)c2cccc(c2)C(=O)O'],1,2,0,1,0,0,0,0,0,0
779,['CN(C)CCCNc1cccc(F)c1C#N'],1,0,0,0,0,0,0,0,0,0
780,['Clc1ccc(C(=O)Nc2cccnc2)c(Cl)c1'],1,1,2,0,0,0,0,0,0,0
781,['Cc1c[nH]cn1'],1,0,0,0,0,0,0,0,0,0
782,['NCc1ccccc1c2occc2'],1,1,0,0,0,0,0,0,0,0
783,['Fc1cccc(NCCc2ccccn2)c1C#N'],1,0,0,0,0,0,0,0,0,0
784,['CC(=O)Nc1nc(C)cs1'],1,1,0,1,0,0,0,0,0,0
785,['CNc1ccc(cc1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
786,['CC(=O)Oc1c[nH]c2ccccc12'],1,2,0,0,0,0,0,0,0,0
787,['OC(=O)c1ccc(cc1)c2ccncc2'],1,2,0,0,0,0,0,0,0,0
788,['CC(C)(CN)CN1CCCCCC1'],1,0,0,0,0,0,0,0,0,0
789,['CN(C)Cc1c[nH]c2ccccc12'],1,0,0,0,0,0,0,0,0,0
790,['O=C(CC#N)N1CCSCC1'],1,1,0,1,0,0,0,0,0,0
791,['CNCc1ccc(OC2CCOCC2)cc1'],1,2,0,0,0,0,0,0,0,0
792,['OCc1ccc(s1)c2ccccn2'],1,1,0,1,0,0,0,0,0,0
793,['NC(=O)c1ccc(SC(F)(F)F)cc1'],1,1,0,1,0,0,0,0,0,0
794,['Cc1cc(cc(C)n1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
795,['OC(=O)c1ccc(s1)c2ccccc2'],1,2,0,1,0,0,0,0,0,0
796,['CC(=O)N1CCC(CC1)c2c[nH]c3ccccc23'],1,1,0,0,0,0,0,0,0,0
797,['Nc1ccc(F)cn1'],1,0,0,0,0,0,0,0,0,0
798,['CNCc1ccc(CN2CCOCC2)s1'],1,1,0,1,0,0,0,0,0,0
799,['Nc1cccc(F)c1C(=O)O'],1,2,0,0,0,0,0,0,0,0
800,['CNCc1ccccc1c2cccs2'],1,0,0,1,0,0,0,0,0,0
801,['OC(=O)Cc1coc2ccccc12'],1,3,0,0,0,0,0,0,0,0
802,['Nc1ccc(cc1OC(F)(F)F)C#N'],1,1,0,0,0,0,0,0,0,0
803,['COC(=O)c1ccc2ncccc2c1'],1,2,0,0,0,0,0,0,0,0
804,['Cl.CNCc1cc2ccccc2s1'],1,0,1,1,0,0,0,0,0,0
805,['CC(=O)NCc1c(Cl)cccc1Cl'],1,1,2,0,0,0,0,0,0,0
806,['OC(=O)c1ccc(OCc2ccccc2)cc1'],1,3,0,0,0,0,0,0,0,0
807,['CNCc1cccc(CN2CCOCC2)c1'],1,1,0,0,0,0,0,0,0,0
808,['Cc1ccsc1C(=O)O'],1,2,0,1,0,0,0,0,0,0
809,['OCc1ccc(CN2CCOCC2)cc1'],1,2,0,0,0,0,0,0,0,0
810,['Clc1ccccc1C(=O)NCc2cccs2'],1,1,1,1,0,0,0,0,0,0
811,['OC(=O)c1ccc(F)c(F)c1F'],1,2,0,0,0,0,0,0,0,0
812,['CN1CC[C@H]([C@H](CO)C1)c2ccc(F)cc2'],1,1,0,0,0,0,0,1,0,0
813,['COC(=O)c1ccccc1SC'],1,2,0,1,0,0,0,0,0,0
814,['CCSc1nnc(N)s1'],1,0,0,2,0,0,0,0,0,0
815,['CNCc1ccc(cn1)c2occc2'],1,1,0,0,0,0,0,0,0,0
816,['OC(=O)c1ccc(cc1)N2CCCCC2'],1,2,0,0,0,0,0,1,0,0
817,['Nc1cccc(c1)C(=O)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
818,['CNCc1cc(nn1C)c2ccccc2'],1,0,0,0,0,0,0,0,0,0
819,['CC1(C)Cc2cccc(C(=O)O)c2O1'],1,3,0,0,0,0,0,0,0,0
820,['Cn1nccc1N'],1,0,0,0,0,0,0,0,0,0
821,['OC(=O)c1cccc(c1)c2ccncc2'],1,2,0,0,0,0,0,0,0,0
822,['OC(=O)c1csc(n1)c2ccc(cc2)C(F)(F)F'],1,2,0,1,0,0,0,1,0,1
823,['Nc1nc(cs1)c2ccc(F)c(F)c2'],1,0,0,1,0,0,0,0,0,0
824,['CCN(CC)CCc1ccccn1'],1,0,0,0,0,0,0,0,0,0
825,['NCc1ccnc(c1)N2CCCC2'],1,0,0,0,0,0,0,0,0,0
826,['CNCc1ccc(nc1)c2occc2'],1,1,0,0,0,0,0,0,0,0
827,['Cn1nccc1c2cccc(CN)c2'],1,0,0,0,0,0,0,0,0,0
828,['Nc1cccc2nsnc12'],1,0,0,1,0,0,0,0,0,0
829,['Cc1nc(cs1)c2ccc(s2)C(=O)O'],1,2,0,2,0,0,0,1,0,1
830,['OCC1CCN(Cc2cccs2)CC1'],1,1,0,1,0,0,0,0,0,0
831,['NCc1cccc(c1)N2CCCCC2'],1,0,0,0,0,0,0,0,0,0
832,['COC(=O)c1ccccc1C#N'],1,2,0,0,0,0,0,0,0,0
833,['OCc1ccc(CN2CCCC2)cc1'],1,1,0,0,0,0,0,0,0,0
834,['Cl.NNc1c(Cl)cccc1Cl'],1,0,3,0,0,0,0,0,0,0
835,['Cc1ccc(Sc2ncccc2C(=O)O)cc1'],1,2,0,1,0,0,0,1,0,1
836,['Cc1nc(cs1)C(=O)O'],1,2,0,1,0,0,0,0,0,0
837,['Oc1cccc(c1)N2CCOCC2'],1,2,0,0,0,0,0,0,0,0
838,['OC1CCN(Cc2ccccc2)CC1'],1,1,0,0,0,0,0,0,0,0
839,['NC(=O)Nc1ccccc1'],1,1,0,0,0,0,0,0,0,0
840,['Nc1ccc(Cl)nc1'],1,0,1,0,0,0,0,0,0,0
841,['Nc1cccc2ncccc12'],1,0,0,0,0,0,0,0,0,0
